feedback_id,order_id,customer_id,rating,feedback_text,feedback_category,sentiment,feedback_date,Year,Month
9119649,3082165628,49617892,1,Not worth the price I paid.,App Experience,Negative,2023-02-05,2023,February
3678115,1745045814,88532418,5,Items were in perfect condition.,Product Quality,Positive,2023-11-30,2023,November
3628101,813387880,92455970,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-08-07,2023,August
1478542,8189879400,66427343,5,Customer service was very helpful.,Customer Service,Positive,2023-11-16,2023,November
7724959,8465045467,13604883,5,Great prices and fast delivery!,Customer Service,Positive,2024-01-05,2024,January
4273988,9232350528,4055790,4,"Excellent quality, will buy again!",App Experience,Positive,2023-03-10,2023,March
1138993,1728666371,23126356,4,The product met my expectations.,App Experience,Neutral,2024-12-05,2024,December
4577854,6131815766,65514005,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-03-18,2023,March
1563690,6438773635,67302239,5,Customer service was very helpful.,Delivery,Positive,2024-07-19,2024,July
3085567,6912676966,29324437,4,"Average experience, could improve.",Product Quality,Neutral,2023-10-06,2023,October
9790734,2840314717,26432512,5,"Excellent quality, will buy again!",Customer Service,Positive,2023-06-27,2023,June
268937,9508359721,3002538,4,"It was okay, nothing special.",App Experience,Neutral,2024-08-24,2024,August
4167530,2244679313,4458329,3,"It was okay, nothing special.",Customer Service,Neutral,2024-05-08,2024,May
3948338,9407544177,66310963,4,The product met my expectations.,Delivery,Neutral,2024-03-11,2024,March
540592,2528398796,87889031,3,Not worth the price I paid.,Product Quality,Negative,2023-07-04,2023,July
6686488,9464988762,13567338,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-02-10,2023,February
5820841,6373867899,66655397,5,Great prices and fast delivery!,Delivery,Positive,2023-08-11,2023,August
382913,4028185110,4789829,4,"It was okay, nothing special.",Delivery,Neutral,2023-04-25,2023,April
6988923,9717018638,73679086,3,"Average experience, could improve.",Delivery,Neutral,2024-07-13,2024,July
2677176,4898477588,66766629,3,The order was incorrect.,Product Quality,Negative,2024-02-15,2024,February
8224785,4723165081,29562254,3,"Average experience, could improve.",Product Quality,Neutral,2024-02-02,2024,February
663206,2845954128,31324823,4,"Average experience, could improve.",Product Quality,Neutral,2024-04-07,2024,April
7508992,23158044,31681710,4,"It was okay, nothing special.",Delivery,Neutral,2023-05-19,2023,May
7693398,1486548042,13465850,1,The packaging was poor.,Customer Service,Negative,2023-12-10,2023,December
833352,708351411,69762479,3,Not worth the price I paid.,Customer Service,Negative,2023-10-16,2023,October
5012056,5512110908,40192266,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-11-22,2023,November
199155,2295441899,58644651,4,Items were in perfect condition.,Delivery,Positive,2024-02-18,2024,February
3855515,4867173151,35885052,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-10-24,2023,October
6280160,4635037652,69925688,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-01-23,2024,January
5005454,2209259378,86995126,4,"It was okay, nothing special.",Customer Service,Neutral,2023-12-23,2023,December
7777342,4079286483,22227829,4,Great prices and fast delivery!,App Experience,Positive,2023-05-19,2023,May
8958720,9506078962,27336589,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-05-07,2024,May
3276632,6894691072,83577942,1,The packaging was poor.,Customer Service,Negative,2024-03-22,2024,March
6397248,4481256065,66499992,3,I had a bad experience.,App Experience,Negative,2024-04-04,2024,April
6397824,5050919809,46885873,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-05-13,2024,May
234514,1328085383,67538982,5,Very happy with the service!,App Experience,Positive,2023-11-05,2023,November
5723311,5382246981,87266309,4,Good selection of products.,Customer Service,Positive,2023-08-30,2023,August
1869090,5647827263,96171594,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-07-05,2024,July
9966788,9244268951,64316806,4,Items were in perfect condition.,Delivery,Positive,2023-10-30,2023,October
8905833,6217777735,12059049,4,"Average experience, could improve.",Delivery,Neutral,2024-07-22,2024,July
1411292,3682639473,99301505,4,"Overall good experience, thank you!",Delivery,Positive,2023-11-21,2023,November
2074108,3859331666,23676689,4,Highly recommended!,Customer Service,Positive,2023-02-07,2023,February
6640879,7971689217,64932019,4,Very happy with the service!,Product Quality,Positive,2023-10-18,2023,October
2975338,6822492679,98540377,1,Product was damaged during delivery.,Product Quality,Negative,2023-07-28,2023,July
3776189,7211194993,16561710,3,Not worth the price I paid.,Customer Service,Negative,2023-04-09,2023,April
2800790,461485679,4594944,3,The order was incorrect.,Customer Service,Negative,2023-08-08,2023,August
7514619,3209732414,87335844,3,The product met my expectations.,Customer Service,Neutral,2024-04-18,2024,April
8647784,6537694730,75490147,5,Customer service was very helpful.,Customer Service,Positive,2024-08-15,2024,August
8682044,7653097776,63184222,5,Will definitely order again.,Delivery,Positive,2023-07-16,2023,July
6006567,4928556641,97475543,4,Very fresh and well-packaged.,Delivery,Positive,2023-09-19,2023,September
2218002,5905518100,86995126,2,Delivery was late and I was unhappy.,App Experience,Negative,2023-09-25,2023,September
375376,8337948336,25706121,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,2023-04-07,2023,April
5584189,8814435884,69908484,4,Customer service was very helpful.,Delivery,Positive,2024-11-08,2024,November
4523234,6645415772,64906311,4,Will definitely order again.,Delivery,Positive,2024-02-07,2024,February
20698,5274039950,87059497,4,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-12-14,2023,December
698204,7404052550,45166203,4,Very happy with the service!,Delivery,Positive,2023-09-13,2023,September
2576444,8179058864,76970363,4,Will definitely order again.,App Experience,Positive,2023-05-18,2023,May
7142181,5195997912,29562072,3,The product met my expectations.,Customer Service,Neutral,2024-07-20,2024,July
5311710,3320194259,68219091,2,Customer service was not helpful.,Delivery,Negative,2023-07-12,2023,July
2841360,8185684967,46686696,4,Customer service was very helpful.,Delivery,Positive,2023-05-05,2023,May
831600,2324568019,59677346,5,"Overall good experience, thank you!",Customer Service,Positive,2023-06-07,2023,June
7346559,3522645150,22483684,4,"Excellent quality, will buy again!",Product Quality,Positive,2023-05-16,2023,May
8973364,4510488834,90586443,5,Items were in perfect condition.,Product Quality,Positive,2024-08-09,2024,August
5334677,9433427403,46848302,3,Very disappointed with the quality.,App Experience,Negative,2023-05-17,2023,May
9285230,8065436106,5763963,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-01-22,2024,January
5063458,846586265,10418604,4,The product met my expectations.,App Experience,Neutral,2023-02-07,2023,February
1989482,4337013612,30823988,4,"Excellent quality, will buy again!",App Experience,Positive,2023-05-15,2023,May
5965876,8916023990,3588443,2,I had a bad experience.,Customer Service,Negative,2024-05-18,2024,May
3913389,6018805430,35358395,1,Very disappointed with the quality.,Delivery,Negative,2023-04-09,2023,April
6582203,2676353168,25595836,2,Customer service was not helpful.,Delivery,Negative,2024-10-09,2024,October
7118563,1069724600,10945990,5,Highly recommended!,Customer Service,Positive,2023-07-26,2023,July
1691834,5503476312,36774480,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-06-16,2024,June
6646276,4439677910,91791128,2,Delivery was late and I was unhappy.,App Experience,Negative,2024-02-26,2024,February
7399435,8045361592,16543242,4,Items were in perfect condition.,Delivery,Positive,2024-11-10,2024,November
2515393,1873731593,20209237,3,"It was okay, nothing special.",App Experience,Neutral,2023-11-24,2023,November
1130375,1126011099,53557741,4,"Overall good experience, thank you!",App Experience,Positive,2024-02-21,2024,February
7355876,4100626744,15484407,3,Items were missing from my order.,Delivery,Negative,2024-10-21,2024,October
6190656,8616880376,16256136,4,Good selection of products.,Delivery,Positive,2024-03-18,2024,March
4412931,1427911940,20634789,3,The product met my expectations.,Delivery,Neutral,2024-02-24,2024,February
6675115,4416398885,10945990,5,"Overall good experience, thank you!",Customer Service,Positive,2024-10-22,2024,October
2407418,2584579895,94713625,5,Highly recommended!,Delivery,Positive,2024-12-01,2024,December
7066125,7770651576,87266309,5,Will definitely order again.,App Experience,Positive,2023-04-09,2023,April
2322170,3705985582,34897081,2,I had a bad experience.,Customer Service,Negative,2023-08-19,2023,August
7991991,5160295213,22133362,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-01-25,2024,January
9876858,4374285559,53399500,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-02-09,2024,February
6182235,9096638812,70243933,1,Not worth the price I paid.,App Experience,Negative,2023-05-12,2023,May
2444490,2888179397,51341672,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-08-26,2023,August
5272684,3387165389,376144,1,The order was incorrect.,App Experience,Negative,2024-07-14,2024,July
3470898,1925647539,13424885,4,Items were in perfect condition.,Product Quality,Positive,2023-08-14,2023,August
9948786,6160848562,59769142,4,Will definitely order again.,Delivery,Positive,2023-10-09,2023,October
1675986,2343495895,2584499,3,The product met my expectations.,Delivery,Neutral,2024-04-08,2024,April
8195141,8812220964,66742602,3,Product was damaged during delivery.,Product Quality,Negative,2023-08-29,2023,August
6557105,8640364495,51670882,1,The order was incorrect.,App Experience,Negative,2023-05-13,2023,May
728842,4610687284,27698051,3,Items were missing from my order.,Delivery,Negative,2023-09-26,2023,September
205642,189431942,58115779,3,Product was damaged during delivery.,Customer Service,Negative,2024-01-23,2024,January
8510700,1746826454,36462363,1,Very disappointed with the quality.,App Experience,Negative,2024-05-01,2024,May
8318822,948345459,66629497,5,Great prices and fast delivery!,Product Quality,Positive,2024-03-23,2024,March
7787531,9959881029,35782051,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-09-30,2024,September
3208756,621213006,43377076,4,Good selection of products.,App Experience,Positive,2024-07-22,2024,July
8332542,1772464528,66655397,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-07-09,2023,July
213163,7732863862,89476734,3,I had a bad experience.,Product Quality,Negative,2023-02-08,2023,February
8800771,3064828239,6186471,4,Will definitely order again.,Delivery,Positive,2024-02-18,2024,February
4984915,6363526452,53292177,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2023-10-10,2023,October
4442482,6988011282,74212242,4,"Overall good experience, thank you!",Product Quality,Positive,2024-10-30,2024,October
6634230,8523250818,77673290,4,"Overall good experience, thank you!",App Experience,Positive,2024-11-02,2024,November
2070800,5595210484,93507573,4,"Overall good experience, thank you!",Delivery,Positive,2023-05-17,2023,May
4753532,1461081366,13604883,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-08-15,2024,August
2916512,4922364507,79628054,4,Great prices and fast delivery!,Delivery,Positive,2024-06-07,2024,June
3966870,6597871211,59815512,4,"It was okay, nothing special.",Product Quality,Neutral,2024-03-05,2024,March
3793719,2719816862,85074810,2,Not worth the price I paid.,Product Quality,Negative,2024-09-20,2024,September
5195829,9830788650,87160527,5,"Excellent quality, will buy again!",Customer Service,Positive,2023-07-07,2023,July
3410299,140980199,27504517,3,"Average experience, could improve.",Customer Service,Neutral,2024-05-03,2024,May
8221229,7595842583,90150193,1,Very disappointed with the quality.,Product Quality,Negative,2024-02-24,2024,February
4122440,2390228992,46699982,4,Highly recommended!,Customer Service,Positive,2023-07-31,2023,July
9291890,8178738469,95873651,3,"Average experience, could improve.",Delivery,Neutral,2023-12-06,2023,December
6532844,9964671001,79591237,4,"Overall good experience, thank you!",Delivery,Positive,2024-03-14,2024,March
9854565,1258689954,89886179,4,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-03-31,2024,March
1918099,4647158015,13461704,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-11-18,2023,November
3551265,2382974038,83610315,4,The product met my expectations.,Customer Service,Neutral,2024-05-16,2024,May
1279690,3663827875,28499191,4,"Average experience, could improve.",Product Quality,Neutral,2023-02-11,2023,February
9556216,6501113916,22210238,5,Customer service was very helpful.,Product Quality,Positive,2024-07-01,2024,July
5373570,3300719369,32830199,2,Delivery was late and I was unhappy.,Product Quality,Negative,2024-05-25,2024,May
2537624,3239722852,26935187,3,The product met my expectations.,Customer Service,Neutral,2023-02-07,2023,February
9887729,6694899030,36142455,5,Very fresh and well-packaged.,App Experience,Positive,2024-09-21,2024,September
8362169,992895707,18259715,4,Will definitely order again.,Customer Service,Positive,2023-05-14,2023,May
5411652,8432150432,9650263,3,"It was okay, nothing special.",Customer Service,Neutral,2024-11-05,2024,November
1186736,6220520171,42366724,3,Very disappointed with the quality.,Delivery,Negative,2023-01-12,2023,January
2490613,735608722,3292927,4,"Average experience, could improve.",Customer Service,Neutral,2024-08-06,2024,August
5797232,7303161073,98444183,4,Good selection of products.,Delivery,Positive,2024-03-15,2024,March
7489765,9783380107,70976153,5,Customer service was very helpful.,Delivery,Positive,2024-09-06,2024,September
205948,3835886077,8384106,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-11-19,2023,November
6177173,8140652447,11705793,1,Taste was not as expected.,Delivery,Negative,2024-04-15,2024,April
7037520,6412390967,66023110,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-03-02,2024,March
7693454,6688575911,48943848,3,The product met my expectations.,Delivery,Neutral,2023-12-26,2023,December
5826968,3890111511,68965787,3,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2024-10-09,2024,October
2538635,5145256852,57770044,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-10-09,2024,October
7143670,7375057413,12799092,2,Items were missing from my order.,Delivery,Negative,2023-05-17,2023,May
6712892,3047491006,61182897,1,Taste was not as expected.,Product Quality,Negative,2024-09-21,2024,September
8344886,7715738110,81605722,3,"It was okay, nothing special.",App Experience,Neutral,2023-10-05,2023,October
7839999,6191554160,77869660,1,Delivery was late and I was unhappy.,Delivery,Negative,2023-07-20,2023,July
9792021,896919031,42366724,4,"Average experience, could improve.",Product Quality,Neutral,2024-08-10,2024,August
4999738,1535818185,99772709,4,Very happy with the service!,Product Quality,Positive,2024-03-05,2024,March
8241950,4428830794,701493,4,"It was okay, nothing special.",Delivery,Neutral,2024-06-18,2024,June
3341226,3610035622,20956158,1,The packaging was poor.,App Experience,Negative,2024-04-04,2024,April
1649092,8674445072,50080663,1,The packaging was poor.,Product Quality,Negative,2024-04-08,2024,April
6661876,9623704312,38613295,3,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-02-24,2024,February
3478248,7786002894,30373140,2,Not worth the price I paid.,Product Quality,Negative,2023-12-21,2023,December
2807274,3264409553,70976153,3,The packaging was poor.,App Experience,Negative,2023-03-30,2023,March
2009787,7736534043,22915611,3,Taste was not as expected.,Customer Service,Negative,2023-05-28,2023,May
3375739,5936596117,67729191,5,Very happy with the service!,Customer Service,Positive,2024-10-25,2024,October
9271891,1980087245,38875754,3,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2023-06-16,2023,June
1601958,8861557989,52913011,3,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-08-25,2024,August
9515364,6702391437,13130974,5,"Overall good experience, thank you!",Delivery,Positive,2024-01-21,2024,January
1873791,6385452188,38875754,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-04-06,2024,April
7323771,8813216380,85177880,1,Very disappointed with the quality.,App Experience,Negative,2024-09-10,2024,September
9221474,5563712992,4597433,5,"Overall good experience, thank you!",Delivery,Positive,2024-11-01,2024,November
7806868,966468552,70459847,1,The packaging was poor.,App Experience,Negative,2023-06-24,2023,June
5037523,4368529506,76327561,5,Good selection of products.,Delivery,Positive,2024-06-30,2024,June
7565757,3777009463,25829710,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-01-09,2024,January
6645152,3560912801,20163931,3,"It was okay, nothing special.",Product Quality,Neutral,2024-09-09,2024,September
9536517,1741224538,90621147,4,The product met my expectations.,Product Quality,Neutral,2023-03-29,2023,March
2346852,4579251445,1507408,4,"It was okay, nothing special.",Delivery,Neutral,2023-08-28,2023,August
6487583,3438127101,59141605,4,The product met my expectations.,Product Quality,Neutral,2023-11-27,2023,November
4318185,9741958794,13164195,3,Very disappointed with the quality.,Product Quality,Negative,2024-08-20,2024,August
6749864,882082341,75828735,3,Taste was not as expected.,App Experience,Negative,2024-10-10,2024,October
7977109,3629321763,79369660,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-06-08,2024,June
4035300,888938572,12695670,3,The order was incorrect.,Product Quality,Negative,2023-02-04,2023,February
3416664,5263181887,90150193,5,Will definitely order again.,App Experience,Positive,2024-09-28,2024,September
4994356,7071557807,19375332,1,Taste was not as expected.,Product Quality,Negative,2024-04-29,2024,April
7738248,6888804296,2442235,3,"Delivery was fine, but the product could be better.",Delivery,Neutral,2024-10-24,2024,October
8235897,814182718,65134271,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-11-17,2023,November
2665736,3513524740,1301661,1,Very disappointed with the quality.,Customer Service,Negative,2024-03-07,2024,March
116275,1234169434,22112867,1,The order was incorrect.,Customer Service,Negative,2023-10-17,2023,October
828944,2577990012,71902700,3,Not worth the price I paid.,Delivery,Negative,2023-09-22,2023,September
3719505,8446065263,79773912,5,Good selection of products.,Delivery,Positive,2023-11-15,2023,November
6904125,4220970302,90621147,2,Product was damaged during delivery.,App Experience,Negative,2024-01-11,2024,January
2563916,5712516128,11503405,1,I had a bad experience.,Product Quality,Negative,2023-07-14,2023,July
5850548,807167715,26521850,2,I had a bad experience.,Product Quality,Negative,2024-08-28,2024,August
5284164,213972345,71252391,4,"Nothing to complain about, but nothing exceptional.",Product Quality,Neutral,2024-06-14,2024,June
3590678,1013762407,51174875,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2024-10-19,2024,October
1431116,5234194751,14207332,4,Very happy with the service!,App Experience,Positive,2024-02-19,2024,February
4272503,1389077693,37947202,3,Items were missing from my order.,Customer Service,Negative,2023-06-27,2023,June
4186992,1895143216,43295656,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2023-03-25,2023,March
3386806,3667250123,7728406,2,Very disappointed with the quality.,Product Quality,Negative,2024-04-03,2024,April
7971835,6430529802,6459100,2,Items were missing from my order.,Customer Service,Negative,2023-07-23,2023,July
1968694,4856277700,67729191,3,The product met my expectations.,Delivery,Neutral,2023-08-17,2023,August
3561233,1492403962,11389698,4,Highly recommended!,Delivery,Positive,2023-09-07,2023,September
8534841,4348167632,93675757,4,"Average experience, could improve.",App Experience,Neutral,2023-11-29,2023,November
7460561,3682471195,90856813,2,Taste was not as expected.,Delivery,Negative,2023-06-12,2023,June
5385199,6888837939,67708491,4,"It was okay, nothing special.",Customer Service,Neutral,2024-03-27,2024,March
9718178,2278004109,99301505,4,"Delivery was fine, but the product could be better.",App Experience,Neutral,2024-01-09,2024,January
5010171,7471013149,46185579,1,Delivery was late and I was unhappy.,App Experience,Negative,2024-10-13,2024,October
2999329,755745232,3844290,4,"It was okay, nothing special.",App Experience,Neutral,2024-02-10,2024,February
6926602,2963187161,91448742,4,Good selection of products.,Customer Service,Positive,2024-06-18,2024,June
2002167,3980591844,96903782,4,Very fresh and well-packaged.,Product Quality,Positive,2023-06-20,2023,June
711431,9960808976,78748184,4,"Overall good experience, thank you!",App Experience,Positive,2024-08-04,2024,August
1393032,8740552000,34095555,5,"Excellent quality, will buy again!",Delivery,Positive,2023-05-16,2023,May
7435143,9230099449,60319216,4,The product met my expectations.,Customer Service,Neutral,2023-08-05,2023,August
4136987,4277432248,91408854,1,Delivery was late and I was unhappy.,Product Quality,Negative,2023-10-05,2023,October
6664050,3624765984,36400756,2,Delivery was late and I was unhappy.,App Experience,Negative,2023-11-12,2023,November
2953364,8533110341,10524732,3,The product met my expectations.,Delivery,Neutral,2023-06-14,2023,June
5687390,5036664068,2667357,3,"It was okay, nothing special.",Product Quality,Neutral,2023-06-11,2023,June
415485,9989636336,191616,3,Delivery was late and I was unhappy.,Product Quality,Negative,2024-05-24,2024,May
575957,2843642858,46208150,4,Highly recommended!,Delivery,Positive,2024-03-14,2024,March
51332,7510849424,82585664,4,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-08-03,2024,August
2844579,8744806310,8395343,2,Not worth the price I paid.,Delivery,Negative,2023-03-07,2023,March
1882765,7605774154,6150721,5,"Excellent quality, will buy again!",Customer Service,Positive,2024-02-02,2024,February
206837,6904233594,65514005,3,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2024-09-08,2024,September
6139293,6371336060,8241122,1,Customer service was not helpful.,Product Quality,Negative,2024-07-21,2024,July
8796279,8137624530,22210238,3,"Nothing to complain about, but nothing exceptional.",App Experience,Neutral,2023-10-25,2023,October
5825320,9131474241,98246574,1,Delivery was late and I was unhappy.,Product Quality,Negative,2024-10-18,2024,October
271310,7413772322,98709982,4,"Nothing to complain about, but nothing exceptional.",Customer Service,Neutral,2023-12-06,2023,December
8078398,9400852015,44149982,4,The product met my expectations.,Product Quality,Neutral,2024-01-07,2024,January
1650064,4867437863,13164195,5,Great prices and fast delivery!,Delivery,Positive,2024-01-25,2024,January
9279964,4219458877,87222820,5,Very happy with the service!,Product Quality,Positive,2023-12-27,2023,December
7270078,35135941,28205701,4,The product met my expectations.,App Experience,Neutral,2024-07-29,2024,July
5588336,4754258275,10019218,3,Very disappointed with the quality.,Delivery,Negative,2023-09-16,2023,September
557592,9195687538,74548003,3,The packaging was poor.,Delivery,Negative,2024-06-01,2024,June
3031164,344554037,78847070,4,"Excellent quality, will buy again!",Customer Service,Positive,2023-10-11,2023,October
3346471,7503255456,82948843,4,Highly recommended!,Delivery,Positive,2023-03-08,2023,March
1259964,5903638531,78209683,3,Not worth the price I paid.,Customer Service,Negative,2023-02-05,2023,February
3838759,1670694517,92356639,3,"It was okay, nothing special.",Product Quality,Neutral,2024-09-08,2024,September
8896134,2369121788,60062501,4,"Nothing to complain about, but nothing exceptional.",Delivery,Neutral,2024-05-28,2024,May
5172688,6012082951,88866835,5,Items were in perfect condition.,Customer Service,Positive,2023-05-17,2023,May
7708785,3675914158,89361574,4,Highly recommended!,Customer Service,Positive,2024-08-03,2024,August
3454505,1396605672,20956158,4,Customer service was very helpful.,Customer Service,Positive,2024-07-01,2024,July
9886489,4260996213,77035814,5,Good selection of products.,Product Quality,Positive,2023-12-04,2023,December
7861041,4749534376,53100521,4,"Average experience, could improve.",App Experience,Neutral,2024-05-19,2024,May
4863033,6095091385,34839913,4,The product met my expectations.,Customer Service,Neutral,2024-11-07,2024,November
5285441,1131338162,21201299,4,Will definitely order again.,App Experience,Positive,2024-03-02,2024,March
5590922,6100236720,83660688,1,Items were missing from my order.,Delivery,Negative,2023-08-24,2023,August
3335234,3363683548,43367112,3,The product met my expectations.,Delivery,Neutral,2024-09-02,2024,September
8789199,8721540965,38902882,3,Delivery was late and I was unhappy.,Customer Service,Negative,2024-05-07,2024,May
5146498,1712456261,90448312,3,The product met my expectations.,Product Quality,Neutral,2023-10-15,2023,October
2778397,760930025,49756591,1,The order was incorrect.,App Experience,Negative,2023-06-19,2023,June
3066201,5652465358,57523973,4,Highly recommended!,App Experience,Positive,2024-06-17,2024,June
6078994,3580915899,87954926,2,Product was damaged during delivery.,Product Quality,Negative,2023-10-23,2023,October
6732189,1174382816,773410,3,"It was okay, nothing special.",Customer Service,Neutral,2024-08-14,2024,August
9193816,3200474667,15631726,3,Very disappointed with the quality.,App Experience,Negative,2024-09-17,2024,September
3669283,7474651061,63238941,4,Highly recommended!,Delivery,Positive,2023-09-06,2023,September
9574407,1892282465,80517784,4,Very happy with the service!,Product Quality,Positive,2023-08-23,2023,August
9179536,3859828998,701493,5,"Excellent quality, will buy again!",App Experience,Positive,2023-04-14,2023,April
8328393,2554590672,19482392,3,Not worth the price I paid.,Delivery,Negative,2023-03-12,2023,March
7508312,9667675052,40871915,5,Great prices and fast delivery!,App Experience,Positive,2023-09-29,2023,September
1510834,8382437838,46185579,2,Not worth the price I paid.,Customer Service,Negative,2024-05-30,2024,May
7129887,6247090607,90038364,3,"It was okay, nothing special.",Product Quality,Neutral,2023-07-10,2023,July
2872886,5004073261,27304827,4,"Overall good experience, thank you!",Customer Service,Positive,2024-06-16,2024,June
6765832,6595898122,67896836,3,"Delivery was fine, but the product could be better.",Customer Service,Neutral,2024-07-13,2024,July
6716579,9844371682,31527100,1,I had a bad experience.,Product Quality,Negative,2023-10-06,2023,October
9050152,7198169379,26844216,4,Very happy with the service!,App Experience,Positive,2023-07-13,2023,July
5211244,2815855636,38808614,3,Customer service was not helpful.,App Experience,Negative,2023-07-28,2023,July
5220047,6033660622,65618148,2,Product was damaged during delivery.,Product Quality,Negative,2023-12-04,2023,December
6100124,7944056454,10729474,4,"Delivery was fine, but the product could be better.",Product Quality,Neutral,2023-05-22,2023,May
7205542,4354264440,25722990,5,Will definitely order again.,Customer Service,Positive,2023-12-13,2023,December
9043754,5623096090,68703613,1,Product was damaged during delivery.,Customer Service,Negative,2023-08-25,2023,August
6289100,701856661,11143197,4,Great prices and fast delivery!,Product Quality,Positive,2024-10-06,2024,October
3634267,1911276445,73799927,1,The packaging was poor.,App Experience,Negative,2024-10-20,2024,October
7974792,9323909987,47990044,1,The order was incorrect.,App Experience,Negative,2024-09-05,2024,September
9414859,1988898073,78157360,4,The product met my expectations.,App Experience,Neutral,2024-02-21,2024,February
76698,6457671753,51048402,2,Taste was not as expected.,Customer Service,Negative,2024-07-01,2024,July
959459,3556497272,9347990,5,Highly recommended!,Product Quality,Positive,2024-10-18,2024,October
8434097,2182762247,54347213,5,Very fresh and well-packaged.,Customer Service,Positive,2023-06-09,2023,June
5448415,6026842782,75928073,5,Great prices and fast delivery!,Customer Service,Positive,2024-08-27,2024,August
4470528,1227108607,69242672,3,I had a bad experience.,Delivery,Negative,2024-09-18,2024,September
2629752,9362226645,28428852,4,Will definitely order again.,Product Quality,Positive,2024-12-05,2024,December
958580,6313785973,28603182,4,The product met my expectations.,Product Quality,Neutral,2023-03-21,2023,March
753793,1297253359,77811864,4,Customer service was very helpful.,App Experience,Positive,2024-04-24,2024,April
9406171,6138091203,41261495,3,Not worth the price I paid.,App Experience,Negative,2023-09-09,2023,September
5274905,4770739350,61753272,5,"Excellent quality, will buy again!",Delivery,Positive,2024-12-07,2024,December
4045999,6253838449,19393135,5,"Excellent quality, will buy again!",Customer Service,Positive,2024-11-06,2024,November
8644842,1015708455,24153726,3,The product met my expectations.,Delivery,Neutral,2023-04-09,2023,April
5028805,2201201842,6398761,5,Will definitely order again.,Product Quality,Positive,2023-02-10,2023,February
6766887,200000051,8632679,4,Very happy with the service!,Customer Service,Positive,2023-04-10,2023,April
4711738,409570377,12574626,1,Very disappointed with the quality.,Product Quality,Negative,2024-03-27,2024,March
835953,5944464513,34095555,3,Very disappointed with the quality.,Delivery,Negative,2023-03-25,2023,March
2320395,7064377287,26716400,4,Very fresh and well-packaged.,Product Quality,Positive,2024-02-09,2024,February
8525956,7763036477,26285589,3,The product met my expectations.,Product Quality,Neutral,2024-08-14,2024,August
8087614,7494002152,91382237,2,The packaging was poor.,Customer Service,Negative,2024-01-05,2024,January
8218608,692127479,67538982,1,Product was damaged during delivery.,Delivery,Negative,2024-09-07,2024,September
3801127,7544245121,87160527,5,Great prices and fast delivery!,Customer Service,Positive,2024-09-26,2024,September
4174680,4429641190,11562458,3,"It was okay, nothing special.",Customer Service,Neutral,2023-06-18,2023,June
8635005,8093366865,29451600,1,The packaging was poor.,Customer Service,Negative,2024-10-16,2024,October
7125255,6269075067,81382213,5,Items were in perfect condition.,App Experience,Positive,2023-11-16,2023,November
7305285,4056304110,211163,3,Very disappointed with the quality.,Product Quality,Negative,2023-11-25,2023,November
8488480,4447978623,31076002,5,"Overall good experience, thank you!",Delivery,Positive,2024-08-21,2024,August
9847528,5875285677,62510499,3,Items were missing from my order.,Delivery,Negative,2023-05-20,2023,May
